Farming_Turnover,Crop_Yields,Market_Demand,Land_Ownership,Land_Size,Weather_Data,Government_Subsidy,Expenses,Livestock_Inventory,Education,Debts_Liabilities,Community_Feedback,Creditworthiness
54018,2185,High,Leased,10,Variable,No,18705,Pigs,High School,500,High,Very Good
49998,1812,Low,Leased,8,Unpredictable,Yes,12273,Chicken,None,0,Medium,Average
68003,2466,High,Leased,7,Normal,Yes,16612,Pigs,High School,10000,Low,Poor
54210,2402,Medium,Owned,12,Variable,No,15192,Cattle,College Degree,0,High,Very Good
40000,3000,High,Owned,10,Normal,Yes,14910,Cattle,None,0,Low,Good
40000,1715,Low,Owned,12,Variable,No,19352,Cattle,College Degree,0,High,Good
75000,3000,Medium,Leased,5,Variable,No,19807,Chicken,College Degree,2000,Medium,Excellent
58075,2448,Medium,Owned,12,Variable,No,15110,Cattle,College Degree,2000,High,Good
47429,2233,Low,Leased,5,Unpredictable,No,17782,Sheep,College Degree,2000,High,Excellent
40000,1626,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
44026,2279,Low,Owned,8,Normal,Yes,12000,Sheep,High School,0,Low,Very Good
53376,1729,High,Owned,10,Unpredictable,Yes,14818,Cattle,High School,0,Low,Good
40000,2397,Low,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Average
60361,2441,High,Leased,12,Normal,No,18630,Cattle,High School,2000,Medium,Poor
67291,3000,Medium,Owned,5,Variable,No,17283,Sheep,College Degree,500,High,Excellent
60308,2149,High,Owned,12,Variable,No,14544,Cattle,College Degree,0,Low,Very Good
40461,2011,Low,Owned,8,Variable,No,15331,Chicken,None,0,High,Good
55122,2616,High,Owned,7,Normal,Yes,15015,Cattle,High School,10000,Low,Poor
75000,2929,Medium,Leased,5,Variable,Yes,16859,Chicken,College Degree,2000,Medium,Excellent
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
58717,2470,Medium,Leased,7,Normal,Yes,17304,Pigs,High School,2000,Medium,Good
75000,2729,High,Leased,8,Unpredictable,Yes,15849,Chicken,None,2000,Medium,Average
74623,3000,Medium,Leased,12,Variable,No,16364,Chicken,College Degree,2000,Medium,Excellent
58826,1852,Medium,Owned,8,Variable,No,15127,Sheep,None,10000,High,Good
75000,2968,High,Leased,7,Variable,Yes,16854,Cattle,College Degree,2000,Medium,Good
64148,2202,High,Leased,7,Normal,Yes,17527,Pigs,High School,10000,Low,Poor
40655,1795,Low,Owned,8,Variable,No,14464,Cattle,College Degree,500,High,Average
48786,1624,High,Owned,8,Unpredictable,Yes,14757,Pigs,High School,0,High,Poor
75000,3000,Medium,Leased,5,Variable,No,19909,Chicken,College Degree,2000,Medium,Excellent
40000,2008,High,Owned,7,Normal,Yes,14102,Pigs,High School,10000,High,Poor
49481,2232,High,Owned,10,Normal,Yes,14915,Cattle,High School,0,High,Very Good
41173,1663,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
61099,3000,High,Owned,10,Variable,Yes,16885,Cattle,College Degree,10000,Low,Poor
58900,2481,High,Leased,7,Normal,Yes,14243,Cattle,High School,0,Low,Good
74878,3000,High,Leased,12,Variable,No,19013,Chicken,High School,2000,Medium,Poor
44795,2494,Low,Owned,5,Normal,Yes,18852,Cattle,College Degree,10000,High,Good
47867,1500,High,Owned,10,Normal,Yes,14287,Cattle,None,0,High,Poor
71716,3000,Medium,Owned,5,Variable,No,15529,Cattle,College Degree,0,High,Excellent
45277,1940,Low,Leased,5,Unpredictable,Yes,12000,Chicken,College Degree,500,High,Good
42775,2198,Medium,Leased,12,Variable,No,12166,Cattle,College Degree,0,Medium,Average
60032,2463,High,Owned,7,Variable,Yes,12000,Cattle,High School,0,High,Good
75000,3000,Medium,Leased,5,Variable,No,15572,Chicken,College Degree,2000,Medium,Very Good
58725,2165,High,Leased,7,Normal,Yes,15290,Pigs,High School,10000,Low,Poor
58603,2153,High,Leased,7,Normal,Yes,16993,Pigs,High School,10000,High,Poor
56475,3000,Medium,Owned,5,Variable,No,19247,Cattle,College Degree,0,High,Excellent
50876,2241,High,Owned,10,Normal,Yes,14246,Pigs,High School,500,Low,Good
53958,3000,High,Leased,7,Normal,Yes,18702,Pigs,High School,10000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,18084,Chicken,College Degree,2000,Medium,Very Good
54114,3000,High,Leased,10,Variable,Yes,15016,Cattle,College Degree,0,High,Very Good
73722,3000,Medium,Leased,12,Variable,No,17231,Chicken,College Degree,0,Medium,Excellent
70804,3000,Medium,Leased,5,Variable,No,15495,Sheep,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,12,Variable,No,16673,Cattle,College Degree,2000,Medium,Excellent
40324,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40383,1613,Low,Owned,8,Unpredictable,Yes,12500,Sheep,None,500,High,Excellent
52732,2335,High,Leased,12,Unpredictable,Yes,16449,Cattle,College Degree,0,Medium,Good
60218,2356,High,Leased,7,Normal,Yes,17271,Pigs,None,10000,Low,Poor
58592,2343,Low,Owned,12,Variable,No,15732,Cattle,College Degree,0,High,Very Good
75000,3000,Medium,Owned,5,Variable,No,19006,Chicken,College Degree,2000,Medium,Poor
59382,2453,High,Leased,8,Normal,Yes,17278,Pigs,High School,10000,Low,Poor
53273,2275,High,Owned,10,Normal,Yes,15568,Cattle,High School,0,Low,Poor
63894,3000,High,Leased,5,Normal,Yes,17845,Chicken,College Degree,2000,Low,Excellent
46803,1749,Low,Owned,8,Unpredictable,Yes,12000,Sheep,High School,0,High,Average
57022,2391,High,Leased,7,Normal,Yes,18461,Pigs,High School,10000,Low,Poor
54299,2189,Medium,Owned,8,Variable,No,12000,Chicken,College Degree,0,High,Excellent
52524,2329,Medium,Owned,12,Normal,No,15135,Cattle,High School,0,High,Good
59275,1596,Medium,Owned,5,Variable,No,14888,Sheep,College Degree,2000,High,Poor
75000,3000,Medium,Owned,12,Variable,No,16084,Cattle,College Degree,2000,High,Excellent
75000,3000,Medium,Owned,5,Variable,No,18406,Chicken,College Degree,2000,Medium,Excellent
62908,2588,High,Leased,7,Normal,Yes,15478,Pigs,High School,10000,Low,Poor
62028,2409,Medium,Leased,7,Normal,Yes,16829,Pigs,High School,10000,Low,Good
75000,3000,Low,Leased,7,Normal,Yes,18177,Pigs,High School,2000,Low,Excellent
55970,2471,High,Leased,7,Normal,Yes,15846,Cattle,High School,10000,High,Poor
52943,2477,High,Leased,7,Normal,Yes,14335,Pigs,College Degree,10000,High,Good
73261,3000,Medium,Leased,5,Variable,No,20000,Chicken,College Degree,2000,Medium,Excellent
59680,2117,Medium,Owned,10,Variable,No,16327,Cattle,College Degree,2000,Medium,Good
41198,1500,Low,Owned,10,Normal,Yes,15301,Sheep,None,2000,High,Average
58579,2583,Medium,Owned,12,Variable,No,15794,Cattle,College Degree,2000,High,Very Good
54344,2027,Medium,Owned,12,Variable,No,15873,Cattle,College Degree,0,High,Very Good
55394,2148,Medium,Owned,10,Normal,Yes,14484,Cattle,High School,0,Low,Good
48024,2331,Low,Leased,8,Normal,Yes,17030,Sheep,High School,10000,Low,Poor
40000,1627,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
60326,3000,High,Leased,5,Normal,Yes,18922,Chicken,College Degree,10000,Medium,Poor
64017,2419,High,Owned,10,Variable,Yes,16329,Pigs,High School,10000,Low,Poor
52474,2028,Medium,Owned,12,Normal,No,14924,Cattle,College Degree,0,High,Very Good
40000,1701,Low,Owned,8,Unpredictable,No,12000,Sheep,College Degree,2000,Medium,Average
60301,1992,Medium,Owned,12,Variable,Yes,15092,Cattle,College Degree,0,High,Good
40000,2050,High,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Good
40000,1500,Low,Owned,8,Unpredictable,Yes,15325,Cattle,College Degree,500,High,Very Good
58208,2538,High,Leased,7,Normal,Yes,14018,Pigs,High School,10000,Low,Poor
40980,1834,Low,Owned,8,Unpredictable,Yes,14773,Sheep,None,500,High,Average
75000,3000,High,Leased,5,Normal,No,17544,Chicken,College Degree,2000,Medium,Poor
56183,3000,Medium,Owned,7,Unpredictable,Yes,17880,Chicken,College Degree,0,High,Average
52433,2269,Low,Owned,5,Variable,Yes,15790,Cattle,College Degree,0,High,Average
75000,3000,Medium,Leased,5,Variable,No,19646,Chicken,College Degree,2000,Medium,Excellent
53704,2788,High,Owned,8,Normal,Yes,12000,Sheep,None,0,Low,Poor
46129,1709,High,Owned,8,Normal,Yes,12000,Cattle,High School,500,High,Good
52632,2161,Low,Owned,12,Normal,No,13993,Cattle,High School,0,High,Good
40000,1673,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
51741,1787,Medium,Owned,8,Normal,Yes,12000,Cattle,High School,0,High,Good
52361,2401,High,Owned,8,Normal,Yes,14611,Cattle,High School,10000,High,Good
48006,1579,Low,Owned,8,Unpredictable,Yes,14786,Sheep,None,500,High,Poor
48416,1556,Low,Owned,5,Unpredictable,Yes,14695,Cattle,High School,500,High,Average
75000,3000,High,Leased,5,Variable,Yes,19269,Chicken,College Degree,2000,Medium,Excellent
44723,1794,Low,Owned,8,Unpredictable,Yes,14335,Cattle,High School,0,High,Average
41589,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52756,2547,Medium,Owned,10,Variable,Yes,14392,Cattle,High School,0,Low,Average
55012,2454,Medium,Owned,12,Variable,Yes,15857,Chicken,High School,0,Low,Good
44655,1916,Medium,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Good
40000,2079,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
56107,3000,Medium,Owned,5,Unpredictable,No,15100,Sheep,College Degree,0,High,Excellent
60507,2301,High,Leased,10,Normal,Yes,16034,Pigs,High School,10000,Low,Poor
56940,1963,High,Leased,7,Normal,Yes,18179,Pigs,High School,0,Low,Poor
48520,1884,High,Owned,7,Normal,Yes,12000,Sheep,None,500,Low,Good
46839,2087,High,Owned,10,Variable,No,14539,Cattle,College Degree,0,Low,Very Good
53449,2024,Medium,Owned,10,Normal,Yes,15672,Cattle,High School,0,Low,Very Good
59109,2336,High,Owned,10,Normal,No,18163,Pigs,High School,500,Low,Very Good
54568,2563,High,Owned,5,Normal,No,14657,Chicken,High School,0,High,Excellent
40337,2232,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
56272,2369,High,Leased,7,Normal,Yes,16876,Cattle,High School,10000,Low,Poor
57187,3000,High,Leased,7,Normal,Yes,16386,Pigs,High School,10000,Medium,Good
49496,2021,Medium,Owned,10,Variable,Yes,14717,Cattle,College Degree,10000,Low,Very Good
43918,2955,Medium,Leased,10,Variable,No,14985,Chicken,College Degree,2000,Medium,Excellent
62698,3000,Medium,Leased,12,Variable,No,20000,Chicken,College Degree,0,Medium,Excellent
53272,1902,Low,Owned,8,Normal,Yes,16530,Cattle,None,500,High,Very Good
40030,1980,Medium,Owned,12,Variable,No,16828,Cattle,College Degree,0,High,Very Good
47519,2280,Low,Owned,8,Normal,Yes,12000,Chicken,High School,500,High,Average
73168,2380,Medium,Owned,10,Variable,No,16347,Cattle,College Degree,0,Medium,Very Good
40293,2092,High,Owned,10,Normal,Yes,14877,Cattle,High School,500,Low,Good
58820,3000,High,Leased,5,Variable,Yes,18523,Pigs,High School,10000,Low,Excellent
54512,2520,High,Leased,7,Normal,Yes,16077,Pigs,High School,10000,Low,Poor
71714,2358,Medium,Owned,12,Variable,No,15236,Cattle,College Degree,0,High,Very Good
56508,2193,High,Owned,10,Normal,Yes,17267,Cattle,High School,10000,High,Poor
73279,3000,Medium,Owned,5,Variable,No,19538,Chicken,College Degree,2000,Medium,Excellent
45464,1631,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
58460,1835,High,Leased,7,Normal,Yes,15368,Pigs,High School,10000,Low,Poor
75000,3000,Medium,Leased,5,Variable,No,19484,Chicken,College Degree,2000,Medium,Excellent
43739,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
75000,3000,Medium,Leased,5,Variable,No,15524,Chicken,College Degree,2000,Medium,Excellent
47857,3000,Low,Leased,5,Unpredictable,Yes,12000,Sheep,None,500,Medium,Average
53227,2181,Medium,Owned,10,Variable,No,14877,Chicken,College Degree,2000,Medium,Excellent
44760,1875,Low,Owned,8,Unpredictable,Yes,15220,Cattle,None,0,High,Excellent
54882,2097,High,Leased,8,Normal,Yes,14702,Pigs,High School,0,Low,Good
55263,2309,Low,Owned,7,Normal,Yes,14477,Cattle,High School,0,Low,Good
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
53954,2153,High,Owned,12,Normal,No,16170,Cattle,College Degree,0,High,Good
51277,2106,High,Owned,12,Variable,No,16103,Cattle,High School,0,Low,Good
75000,3000,Medium,Leased,5,Variable,No,18139,Chicken,High School,2000,Medium,Good
58888,2358,High,Owned,10,Variable,Yes,12000,Cattle,High School,0,High,Good
45493,2569,Medium,Owned,8,Variable,No,15535,Cattle,College Degree,0,High,Very Good
60934,2240,Medium,Owned,12,Variable,No,16634,Cattle,College Degree,0,Medium,Very Good
44774,1991,High,Leased,8,Unpredictable,Yes,17312,Cattle,High School,500,Low,Good
58996,2181,Medium,Owned,12,Unpredictable,Yes,14805,Sheep,College Degree,0,High,Average
75000,3000,Medium,Leased,5,Unpredictable,No,19466,Chicken,College Degree,2000,Medium,Excellent
43678,1518,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
54441,2391,High,Leased,7,Normal,Yes,15710,Pigs,High School,10000,Low,Poor
62155,2526,Medium,Leased,12,Normal,No,18205,Pigs,High School,2000,High,Poor
60703,2137,High,Leased,7,Normal,Yes,14088,Cattle,High School,10000,Low,Good
55513,2081,Low,Owned,12,Unpredictable,Yes,12000,Cattle,None,0,High,Very Good
68116,3000,Medium,Leased,5,Normal,No,18293,Cattle,College Degree,10000,Medium,Excellent
54887,2448,High,Leased,10,Normal,Yes,19439,Cattle,High School,2000,Low,Good
53135,2189,Medium,Owned,12,Variable,No,16801,Cattle,College Degree,0,High,Very Good
75000,2919,Medium,Leased,5,Variable,No,19453,Chicken,College Degree,2000,Medium,Excellent
75000,2905,Medium,Leased,5,Variable,No,18490,Chicken,College Degree,10000,Medium,Excellent
54858,2245,Medium,Owned,10,Variable,No,16166,Cattle,College Degree,2000,Medium,Very Good
40000,1913,Low,Owned,8,Variable,Yes,12000,Cattle,None,10000,High,Average
58004,2445,High,Owned,7,Normal,Yes,14857,Cattle,High School,10000,Low,Poor
57318,2895,High,Owned,12,Normal,Yes,14611,Sheep,High School,500,Low,Poor
50484,2803,Medium,Leased,7,Variable,Yes,17754,Pigs,College Degree,0,High,Very Good
75000,3000,Medium,Leased,12,Variable,No,15502,Sheep,College Degree,2000,High,Excellent
40000,2367,Low,Owned,5,Unpredictable,No,15413,Cattle,College Degree,500,High,Very Good
75000,3000,Medium,Owned,12,Variable,No,16413,Cattle,College Degree,0,High,Average
51457,2384,High,Owned,8,Normal,Yes,12000,Sheep,High School,500,High,Very Good
40000,1762,Low,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Average
47942,2389,Medium,Owned,10,Variable,No,15318,Cattle,College Degree,0,High,Very Good
58926,2864,High,Leased,7,Normal,Yes,16085,Pigs,High School,2000,Low,Poor
40000,1500,Medium,Owned,12,Unpredictable,No,15422,Cattle,College Degree,0,High,Average
53296,2400,Medium,Owned,12,Variable,No,15610,Sheep,College Degree,0,High,Excellent
75000,2508,High,Owned,7,Normal,Yes,18354,Chicken,High School,10000,Medium,Poor
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Very Good
56406,2495,High,Leased,10,Normal,Yes,15885,Cattle,High School,10000,Low,Poor
74405,2464,Medium,Owned,12,Normal,No,18567,Cattle,College Degree,10000,High,Excellent
75000,3000,Medium,Owned,12,Variable,No,20000,Cattle,College Degree,0,High,Very Good
69369,3000,Medium,Leased,10,Unpredictable,Yes,18191,Chicken,None,2000,Medium,Excellent
41764,2280,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
58918,2379,High,Leased,8,Normal,Yes,16565,Pigs,High School,10000,Low,Good
58330,2760,High,Leased,7,Normal,Yes,16166,Pigs,High School,10000,Low,Poor
40000,1864,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1845,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1783,Medium,Owned,12,Variable,No,16618,Cattle,College Degree,0,High,Very Good
53745,2113,High,Owned,5,Normal,Yes,14903,Sheep,High School,500,Low,Good
42421,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
49171,1618,Low,Owned,10,Normal,Yes,14438,Pigs,None,0,Low,Average
58069,1981,High,Owned,12,Normal,Yes,16594,Sheep,High School,0,Low,Very Good
56160,2261,High,Owned,5,Normal,Yes,14847,Pigs,None,500,High,Poor
75000,3000,Medium,Owned,5,Variable,No,15563,Cattle,College Degree,2000,High,Excellent
69957,3000,Medium,Leased,5,Variable,No,18708,Chicken,College Degree,2000,Medium,Excellent
75000,3000,Medium,Leased,5,Variable,No,19785,Chicken,College Degree,2000,Medium,Excellent
57147,1727,High,Owned,12,Normal,Yes,14306,Sheep,None,500,Low,Good
75000,3000,Medium,Leased,5,Variable,No,19644,Chicken,High School,2000,Medium,Excellent
40000,1794,High,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
60837,2446,High,Leased,10,Normal,Yes,17796,Cattle,High School,10000,Low,Good
64233,2449,High,Owned,7,Variable,No,18849,Cattle,College Degree,2000,Medium,Very Good
57475,2214,Medium,Owned,12,Unpredictable,No,14296,Cattle,College Degree,0,High,Very Good
60132,2353,High,Leased,7,Normal,Yes,16343,Cattle,High School,10000,Low,Poor
40000,2207,Low,Owned,8,Variable,No,14868,Cattle,College Degree,0,High,Average
40034,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
74476,3000,Low,Leased,5,Variable,No,18427,Chicken,College Degree,10000,Medium,Excellent
56759,2594,Medium,Owned,12,Variable,No,15742,Cattle,College Degree,0,High,Very Good
54266,3000,Low,Leased,5,Normal,Yes,17766,Pigs,High School,10000,Medium,Poor
49309,1933,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
40000,1605,Low,Owned,8,Normal,Yes,12000,Sheep,None,0,High,Average
50619,1741,High,Owned,10,Normal,Yes,18353,Cattle,College Degree,10000,Low,Good
63419,2174,Medium,Owned,10,Variable,No,15807,Cattle,College Degree,500,High,Excellent
75000,3000,High,Leased,10,Variable,Yes,20000,Chicken,College Degree,2000,High,Excellent
40000,1554,Low,Owned,8,Unpredictable,Yes,12000,Sheep,High School,500,High,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Good
40000,1512,Low,Owned,10,Unpredictable,Yes,12000,Sheep,None,500,High,Average
74948,2525,Medium,Owned,8,Variable,No,15852,Cattle,College Degree,500,High,Very Good
63468,2541,Medium,Owned,12,Variable,No,14953,Cattle,College Degree,0,High,Very Good
75000,1780,Medium,Owned,8,Unpredictable,Yes,15354,Cattle,None,0,High,Very Good
53404,3000,Medium,Leased,12,Variable,No,17335,Cattle,College Degree,2000,High,Excellent
54620,3000,High,Leased,10,Normal,Yes,17962,Pigs,High School,0,Low,Good
61857,2113,Medium,Leased,5,Variable,No,18092,Cattle,College Degree,10000,Low,Very Good
46527,2150,Medium,Owned,5,Normal,Yes,15044,Cattle,None,0,High,Good
41330,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,0,High,Good
75000,2982,High,Leased,7,Variable,Yes,19064,Cattle,College Degree,2000,Low,Average
75000,3000,Medium,Leased,5,Variable,No,16378,Chicken,College Degree,2000,Medium,Excellent
40000,2159,High,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52570,2475,High,Leased,7,Normal,Yes,16195,Pigs,High School,0,Low,Poor
52778,2084,High,Owned,10,Normal,Yes,12000,Cattle,High School,500,High,Average
47195,2199,High,Owned,10,Variable,Yes,12000,Cattle,High School,0,High,Good
50574,2602,Medium,Owned,12,Variable,No,16188,Cattle,College Degree,0,High,Very Good
57759,2363,High,Owned,10,Variable,No,15094,Cattle,High School,0,Low,Very Good
52176,2221,Medium,Owned,10,Variable,No,15466,Cattle,College Degree,0,High,Very Good
41290,2149,Low,Owned,8,Unpredictable,Yes,17618,Sheep,None,10000,High,Average
43108,1615,High,Owned,8,Unpredictable,Yes,14771,Sheep,None,500,High,Average
52068,2128,Low,Owned,10,Normal,Yes,14624,Cattle,None,10000,High,Good
40000,1752,Low,Owned,8,Variable,Yes,15013,Sheep,None,500,High,Average
57796,2561,High,Leased,7,Normal,Yes,16010,Pigs,High School,10000,Low,Poor
63835,2799,High,Leased,7,Normal,Yes,16488,Pigs,High School,0,Low,Poor
54599,2303,High,Leased,7,Normal,Yes,14780,Cattle,High School,10000,Low,Good
64269,2599,High,Leased,7,Normal,Yes,16123,Pigs,High School,10000,Low,Poor
57676,3000,High,Leased,7,Normal,Yes,17513,Cattle,High School,0,Low,Very Good
45839,2018,Low,Owned,10,Variable,Yes,14601,Cattle,College Degree,0,High,Good
48549,2216,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,2000,High,Average
40041,1601,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
54204,3000,High,Leased,5,Normal,Yes,18276,Pigs,High School,2000,Low,Poor
57521,2157,High,Leased,10,Normal,Yes,15438,Cattle,High School,0,Medium,Good
48153,2303,High,Owned,10,Variable,No,12000,Chicken,College Degree,0,Low,Poor
40000,2051,High,Owned,12,Normal,Yes,15180,Sheep,High School,0,Low,Very Good
74195,3000,Low,Owned,5,Unpredictable,No,12000,Cattle,None,2000,High,Average
57072,2318,Medium,Leased,12,Variable,Yes,20000,Cattle,College Degree,0,Medium,Good
62862,2443,High,Leased,7,Normal,Yes,17509,Cattle,High School,10000,Low,Poor
64205,2370,High,Leased,7,Unpredictable,Yes,17259,Pigs,High School,2000,Medium,Poor
48179,1793,Low,Owned,8,Unpredictable,No,12609,Sheep,None,500,High,Average
75000,3000,Low,Owned,5,Variable,No,18499,Chicken,College Degree,500,Medium,Excellent
62160,3000,High,Leased,5,Normal,No,19282,Chicken,High School,2000,High,Excellent
40762,1560,High,Owned,7,Unpredictable,Yes,12000,Chicken,High School,10000,Low,Excellent
54616,2322,High,Owned,10,Normal,Yes,13746,Cattle,High School,0,Low,Good
40284,2267,Low,Owned,12,Unpredictable,Yes,15283,Sheep,College Degree,0,High,Average
75000,3000,Medium,Owned,12,Variable,No,20000,Cattle,College Degree,2000,Medium,Good
75000,3000,Medium,Leased,5,Variable,No,17352,Cattle,College Degree,0,Medium,Excellent
40000,1811,High,Owned,10,Unpredictable,Yes,12000,Sheep,None,500,Low,Average
64442,3000,High,Leased,5,Variable,No,19225,Chicken,College Degree,2000,Low,Poor
47020,1613,Medium,Owned,12,Variable,No,12000,Sheep,College Degree,2000,High,Average
52639,1500,High,Owned,10,Normal,Yes,15754,Cattle,High School,0,High,Good
53821,1561,High,Owned,7,Normal,Yes,14804,Pigs,High School,0,Low,Poor
53032,2645,Medium,Owned,12,Variable,No,16609,Cattle,College Degree,0,High,Very Good
53638,3000,Medium,Leased,7,Normal,Yes,14982,Cattle,High School,0,High,Very Good
54078,2071,High,Leased,7,Normal,Yes,18877,Pigs,High School,0,Low,Very Good
62568,2516,High,Leased,10,Normal,Yes,16510,Cattle,High School,10000,Low,Good
40000,2215,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
52762,2397,Medium,Owned,12,Variable,No,15775,Cattle,High School,0,High,Very Good
54674,2230,Medium,Owned,5,Variable,No,16045,Cattle,College Degree,0,High,Very Good
57996,2601,High,Leased,12,Normal,Yes,18649,Pigs,High School,0,Low,Poor
62394,2321,High,Leased,7,Normal,Yes,17632,Pigs,High School,10000,Low,Poor
60704,2554,Medium,Leased,10,Normal,Yes,17831,Pigs,High School,2000,Medium,Poor
59793,2336,High,Leased,7,Normal,Yes,16988,Pigs,High School,10000,Low,Good
74477,3000,Medium,Leased,5,Variable,No,18581,Chicken,College Degree,2000,Medium,Excellent
52327,2142,Low,Owned,12,Variable,No,14950,Cattle,College Degree,0,High,Average
40350,2655,Medium,Leased,5,Variable,No,17319,Pigs,None,10000,Low,Average
50800,1765,Medium,Owned,12,Unpredictable,No,15782,Chicken,College Degree,0,Low,Average
67565,3000,High,Leased,5,Variable,Yes,17915,Chicken,High School,2000,Medium,Excellent
49745,1895,Low,Owned,5,Variable,Yes,12638,Sheep,None,500,High,Excellent
60366,2199,High,Owned,7,Normal,Yes,15119,Cattle,High School,10000,Low,Poor
56423,2206,High,Leased,12,Variable,Yes,14841,Cattle,High School,0,Low,Very Good
47645,1954,Medium,Owned,12,Normal,No,15721,Cattle,College Degree,0,High,Very Good
60784,2650,High,Leased,7,Normal,Yes,17504,Pigs,High School,10000,Low,Poor
57365,2185,High,Owned,12,Normal,Yes,15155,Cattle,College Degree,0,High,Very Good
58072,1840,High,Owned,5,Variable,Yes,16325,Cattle,None,0,High,Very Good
40000,2270,Low,Owned,10,Variable,Yes,15178,Cattle,College Degree,0,High,Very Good
45917,3000,Medium,Leased,10,Unpredictable,No,19688,Sheep,College Degree,0,Medium,Average
50082,2171,High,Owned,10,Normal,Yes,14482,Cattle,High School,0,Low,Good
60507,2759,High,Leased,7,Normal,Yes,15282,Pigs,High School,10000,Low,Poor
53410,2489,Medium,Owned,12,Variable,No,15121,Cattle,College Degree,0,High,Very Good
55235,1849,High,Owned,12,Normal,Yes,14747,Sheep,None,10000,Low,Poor
40000,2006,Medium,Owned,12,Unpredictable,Yes,12000,Cattle,None,500,Low,Average
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
71606,3000,Low,Owned,8,Variable,Yes,19991,Sheep,None,2000,High,Excellent
61282,2242,High,Leased,10,Variable,Yes,17002,Cattle,High School,0,High,Good
51682,2423,High,Owned,12,Variable,No,14582,Cattle,High School,0,Low,Poor
40103,1530,High,Owned,8,Unpredictable,Yes,12000,Cattle,None,500,High,Average
44946,1813,High,Owned,7,Normal,Yes,12000,Cattle,High School,0,Low,Average
44942,1627,Low,Owned,10,Unpredictable,Yes,18201,Sheep,High School,10000,Low,Good
53186,2036,High,Owned,12,Variable,No,15818,Cattle,High School,2000,Medium,Very Good
59320,3000,High,Leased,12,Variable,No,18023,Cattle,High School,0,Medium,Good
47686,1500,High,Owned,10,Normal,Yes,18642,Cattle,High School,0,High,Very Good
73475,1987,Medium,Owned,12,Variable,No,15232,Cattle,College Degree,0,High,Very Good
52969,1963,High,Owned,10,Normal,Yes,15433,Chicken,High School,500,Low,Good
40000,2089,Low,Leased,10,Normal,Yes,17422,Pigs,High School,0,Low,Good
50606,2090,Medium,Owned,12,Variable,Yes,14522,Cattle,College Degree,0,High,Average
75000,3000,High,Leased,8,Normal,Yes,19195,Pigs,None,2000,Medium,Excellent
40206,1836,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
47047,2125,Low,Owned,8,Unpredictable,No,12000,Cattle,None,0,High,Average
57621,2373,High,Leased,10,Normal,Yes,14395,Cattle,High School,0,Low,Good
52541,1930,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
44243,2405,High,Owned,7,Normal,Yes,14969,Cattle,High School,500,Low,Good
55893,3000,High,Leased,7,Normal,Yes,18788,Pigs,High School,10000,Low,Poor
40000,1500,Low,Owned,8,Unpredictable,Yes,12000,Sheep,None,500,High,Average
